     Angle,       PSD
54.5271,417
54.5468,388
54.5665,418
54.5862,418
54.6058,393
54.6255,409
54.6452,402
54.6649,424
54.6845,424
54.7042,452
54.7239,420
54.7436,407
54.7632,409
54.7829,385
54.8026,432
54.8223,418
54.8419,425
54.8616,390
54.8813,405
54.9009,411
54.9206,408
54.9403,436
54.96,402
54.9796,388
54.9993,375
55.019,392
55.0387,441
55.0583,408
55.078,417
55.0977,449
55.1174,417
55.137,394
55.1567,398
55.1764,437
55.1961,422
55.2157,423
55.2354,391
55.2551,406
55.2747,404
55.2944,396
55.3141,413
55.3338,416
55.3534,378
55.3731,416
55.3928,419
55.4125,422
55.4321,437
55.4518,454
55.4715,443
55.4912,413
55.5108,376
55.5305,385
55.5502,438
55.5698,376
55.5895,445
55.6092,404
55.6289,433
55.6485,402
55.6682,405
55.6879,442
55.7076,434
55.7272,394
55.7469,393
55.7666,462
55.7863,441
55.8059,433
55.8256,431
55.8453,447
55.865,408
55.8846,394
55.9043,407
55.924,387
55.9436,425
55.9633,398
55.983,395
56.0027,421
56.0223,409
56.042,383
56.0617,410
56.0814,409
56.101,428
56.1207,397
56.1404,424
56.1601,402
56.1797,440
56.1994,450
56.2191,424
56.2388,436
56.2584,401
56.2781,408
56.2978,435
56.3174,472
56.3371,405
56.3568,436
56.3765,462
56.3961,413
56.4158,427
56.4355,406
56.4552,437
56.4748,401
56.4945,403
56.5142,406
56.5339,427
56.5535,438
56.5732,417
56.5929,437
56.6126,431
56.6322,422
56.6519,378
56.6716,396
56.6912,434
56.7109,393
56.7306,429
56.7503,393
56.7699,406
56.7896,420
56.8093,475
56.829,394
56.8486,393
56.8683,409
56.888,411
56.9077,435
56.9273,433
56.947,392
56.9667,391
56.9863,396
57.006,443
57.0257,428
57.0454,449
57.065,421
57.0847,422
57.1044,404
57.1241,428
57.1437,383
57.1634,400
57.1831,420
57.2028,398
57.2224,429
57.2421,446
57.2618,421
57.2815,424
57.3011,445
57.3208,428
57.3405,460
57.3601,417
57.3798,401
57.3995,423
57.4192,423
57.4388,419
57.4585,434
57.4782,406
57.4979,413
57.5175,406
57.5372,409
57.5569,443
57.5766,412
57.5962,406
57.6159,449
57.6356,449
57.6553,388
57.6749,412
57.6946,451
57.7143,437
57.7339,432
57.7536,420
57.7733,427
57.793,422
57.8126,422
57.8323,412
57.852,444
57.8717,427
57.8913,428
57.911,397
57.9307,427
57.9504,427
57.97,385
57.9897,419
58.0094,402
58.029,422
58.0487,426
58.0684,404
58.0881,410
58.1077,398
58.1274,420
58.1471,440
58.1668,435
58.1864,404
58.2061,413
58.2258,409
58.2455,474
58.2651,391
58.2848,450
58.3045,439
58.3242,401
58.3438,408
58.3635,419
58.3832,418
58.4028,403
58.4225,428
58.4422,404
58.4619,426
58.4815,435
58.5012,410
58.5209,459
58.5406,398
58.5602,444
58.5799,434
58.5996,419
58.6193,401
58.6389,413
58.6586,424
58.6783,402
58.698,424
58.7176,433
58.7373,451
58.757,404
58.7766,378
58.7963,445
58.816,434
58.8357,424
58.8553,444
58.875,429
58.8947,413
58.9144,463
58.934,384
58.9537,458
58.9734,418
58.9931,411
59.0127,459
59.0324,435
59.0521,421
59.0717,440
59.0914,460
59.1111,431
59.1308,410
59.1504,453
59.1701,431
59.1898,430
59.2095,452
59.2291,408
59.2488,421
59.2685,384
59.2882,444
59.3078,395
59.3275,436
59.3472,465
59.3669,440
59.3865,396
59.4062,445
59.4259,426
59.4455,461
59.4652,413
59.4849,382
59.5046,432
59.5242,457
59.5439,430
59.5636,449
59.5833,423
59.6029,437
59.6226,473
59.6423,448
59.662,426
59.6816,477
59.7013,449
59.721,427
59.7407,463
59.7603,410
59.78,416
59.7997,415
59.8193,402
59.839,430
59.8587,482
59.8784,441
59.898,414
59.9177,463
59.9374,428
59.9571,460
59.9767,424
59.9964,441
60.0161,416
60.0358,472
60.0554,429
60.0751,410
60.0948,463
60.1144,439
60.1341,443
60.1538,435
60.1735,439
60.1931,433
60.2128,457
60.2325,416
60.2522,470
60.2718,501
60.2915,441
60.3112,444
60.3309,445
60.3505,430
60.3702,420
60.3899,440
60.4096,424
60.4292,418
60.4489,477
60.4686,449
60.4882,458
60.5079,435
60.5276,464
60.5473,469
60.5669,477
60.5866,469
60.6063,501
60.626,424
60.6456,408
60.6653,428
60.685,446
60.7047,403
60.7243,441
60.744,477
60.7637,452
60.7834,438
60.803,481
60.8227,445
60.8424,463
60.862,454
60.8817,468
60.9014,501
60.9211,428
60.9407,446
60.9604,470
60.9801,444
60.9998,494
61.0194,459
61.0391,478
61.0588,443
61.0785,475
61.0981,487
61.1178,430
61.1375,480
61.1571,475
61.1768,490
61.1965,482
61.2162,482
61.2358,471
61.2555,430
61.2752,473
61.2949,539
61.3145,511
61.3342,440
61.3539,467
61.3736,477
61.3932,467
61.4129,484
61.4326,454
61.4523,466
61.4719,461
61.4916,489
61.5113,462
61.5309,470
61.5506,467
61.5703,494
61.59,506
61.6096,505
61.6293,439
61.649,510
61.6687,470
61.6883,465
61.708,484
61.7277,464
61.7474,485
61.767,489
61.7867,508
61.8064,469
61.8261,410
61.8457,505
61.8654,518
61.8851,461
61.9047,483
61.9244,507
61.9441,504
61.9638,448
61.9834,467
62.0031,476
62.0228,458
62.0425,475
62.0621,458
62.0818,470
62.1015,451
62.1212,505
62.1408,446
62.1605,514
62.1802,481
62.1998,451
62.2195,477
62.2392,454
62.2589,504
62.2785,488
62.2982,484
62.3179,478
62.3376,556
62.3572,522
62.3769,501
62.3966,481
62.4163,493
62.4359,488
62.4556,515
62.4753,514
62.495,449
62.5146,445
62.5343,465
62.554,462
62.5736,493
62.5933,505
62.613,478
62.6327,514
62.6523,492
62.672,518
62.6917,505
62.7114,527
62.731,500
62.7507,502
62.7704,490
62.7901,464
62.8097,521
62.8294,509
62.8491,480
62.8688,524
62.8884,494
62.9081,478
62.9278,494
62.9474,448
62.9671,443
62.9868,504
63.0065,463
63.0261,510
63.0458,487
63.0655,497
63.0852,462
63.1048,489
63.1245,534
63.1442,481
63.1639,444
63.1835,469
63.2032,487
63.2229,513
63.2425,490
63.2622,503
63.2819,485
63.3016,491
63.3212,504
63.3409,485
63.3606,551
63.3803,544
63.3999,535
63.4196,485
63.4393,475
63.459,506
63.4786,520
63.4983,513
63.518,514
63.5377,480
63.5573,502
63.577,494
63.5967,516
63.6163,479
63.636,516
63.6557,500
63.6754,478
63.695,504
63.7147,512
63.7344,517
63.7541,499
63.7737,519
63.7934,546
63.8131,477
63.8328,481
63.8524,503
63.8721,499
63.8918,523
63.9115,525
63.9311,509
63.9508,501
63.9705,521
63.9901,540
64.0098,509
64.0295,512
64.0492,539
64.0688,502
64.0885,548
64.1082,509
64.1279,505
64.1475,526
64.1672,520
64.1869,465
64.2066,480
64.2262,563
64.2459,540
64.2656,532
64.2853,488
64.3049,532
64.3246,530
64.3443,564
64.3639,503
64.3836,509
64.4033,531
64.423,524
64.4426,522
64.4623,551
64.482,573
64.5017,508
64.5213,518
64.541,514
64.5607,540
64.5804,517
64.6,533
64.6197,563
64.6394,519
64.659,567
64.6787,511
64.6984,547
64.7181,560
64.7377,563
64.7574,513
64.7771,524
64.7968,534
64.8164,522
64.8361,547
64.8558,545
64.8755,533
64.8951,501
64.9148,536
64.9345,542
64.9542,503
64.9738,540
64.9935,545
65.0132,545
65.0328,579
65.0525,541
65.0722,554
65.0919,584
65.1115,543
65.1312,618
65.1509,627
65.1706,550
65.1902,599
65.2099,586
65.2296,545
65.2493,546
65.2689,576
65.2886,564
65.3083,564
65.328,602
65.3476,589
65.3673,619
65.387,565
65.4066,594
65.4263,602
65.446,616
65.4657,621
65.4853,630
65.505,614
65.5247,552
65.5444,584
65.564,643
65.5837,654
65.6034,635
65.6231,626
65.6427,608
65.6624,639
65.6821,653
65.7017,613
65.7214,627
65.7411,624
65.7608,617
65.7804,673
65.8001,642
65.8198,690
65.8395,710
65.8591,707
65.8788,715
65.8985,716
65.9182,724
65.9378,810
65.9575,788
65.9772,796
65.9969,775
66.0165,767
66.0362,865
66.0559,876
66.0755,887
66.0952,934
66.1149,986
66.1346,1069
66.1542,1121
66.1739,1290
66.1936,1339
66.2133,1459
66.2329,1536
66.2526,1563
66.2723,1470
66.292,1457
66.3116,1492
66.3313,1392
66.351,1472
66.3707,1476
66.3903,1505
66.41,1522
66.4297,1432
66.4493,1401
66.469,1397
66.4887,1316
66.5084,1297
66.528,1256
66.5477,1289
66.5674,1122
66.5871,1220
66.6067,1158
66.6264,1102
66.6461,1047
66.6658,1033
66.6854,998
66.7051,929
66.7248,1002
66.7444,944
66.7641,951
66.7838,921
66.8035,854
66.8231,878
66.8428,818
66.8625,818
66.8822,790
66.9018,768
66.9215,737
66.9412,749
66.9609,752
66.9805,775
67.0002,752
67.0199,756
67.0396,717
67.0592,658
67.0789,691
67.0986,669
67.1182,719
67.1379,683
67.1576,689
67.1773,640
67.1969,677
67.2166,644
67.2363,685
67.256,627
67.2756,664
67.2953,649
67.315,633
67.3347,699
67.3543,638
67.374,574
67.3937,611
67.4134,637
67.433,621
67.4527,596
67.4724,616
67.492,569
67.5117,657
67.5314,571
67.5511,590
67.5707,598
67.5904,600
67.6101,600
67.6298,577
67.6494,609
67.6691,564
67.6888,548
67.7085,574
67.7281,547
67.7478,574
67.7675,519
67.7871,581
67.8068,576
67.8265,548
67.8462,583
67.8658,609
67.8855,520
67.9052,541
67.9249,549
67.9445,574
67.9642,566
67.9839,584
68.0036,519
68.0232,553
68.0429,584
68.0626,581
68.0823,568
68.1019,555
68.1216,522
68.1413,569
68.1609,571
68.1806,597
68.2003,523
68.22,515
68.2396,529
68.2593,561
68.279,520
68.2987,510
68.3183,532
68.338,530
68.3577,567
68.3774,576
68.397,517
68.4167,523
68.4364,539
68.4561,526
68.4757,503
68.4954,536
68.5151,539
68.5347,513
68.5544,524
68.5741,531
68.5938,542
68.6134,488
68.6331,503
68.6528,556
68.6725,539
68.6921,470
68.7118,544
68.7315,503
68.7512,519
68.7708,516
68.7905,505
68.8102,505
68.8298,521
68.8495,509
68.8692,547
68.8889,531
68.9085,485
68.9282,548
68.9479,545
68.9676,503
68.9872,494
69.0069,498
69.0266,478
69.0463,501
69.0659,432
69.0856,528
69.1053,521
69.125,467
69.1446,476
69.1643,467
69.184,528
69.2036,507
69.2233,495
69.243,504
69.2627,539
69.2823,500
69.302,528
69.3217,520
69.3414,515
69.361,515
69.3807,520
69.4004,553
69.4201,504
69.4397,479
69.4594,524
69.4791,494
69.4988,484
69.5184,518
69.5381,536
69.5578,527
69.5774,525
69.5971,484
69.6168,459
69.6365,481
69.6561,496
69.6758,515
69.6955,512
69.7152,503
69.7348,501
69.7545,452
69.7742,489
69.7939,456
69.8135,489
69.8332,473
69.8529,468
69.8725,487
69.8922,441
69.9119,491
69.9316,502
69.9512,487
69.9709,529
69.9906,468
70.0103,508
70.0299,496
70.0496,476
70.0693,463
70.089,472
70.1086,447
70.1283,514
70.148,530
70.1677,558
70.1873,510
70.207,515
70.2267,445
70.2463,501
70.266,469
70.2857,472
70.3054,467
70.325,501
70.3447,495
70.3644,455
70.3841,466
70.4037,510
70.4234,409
70.4431,441
70.4628,474
70.4824,453
70.5021,439
70.5218,473
70.5415,459
70.5611,485
70.5808,447
70.6005,500
70.6201,524
70.6398,477
70.6595,488
70.6792,470
70.6988,495
70.7185,475
70.7382,480
70.7579,474
70.7775,471
70.7972,476
70.8169,460
70.8366,464
70.8562,493
70.8759,474
70.8956,457
70.9152,479
70.9349,448
70.9546,459
70.9743,488
70.9939,460
71.0136,435
71.0333,437
71.053,457
71.0726,536
71.0923,496
71.112,454
71.1317,458
71.1513,464
71.171,486
71.1907,503
71.2104,491
71.23,479
71.2497,455
71.2694,482
71.289,457
71.3087,503
71.3284,461
71.3481,482
71.3677,459
71.3874,460
71.4071,489
71.4268,468
71.4464,487
71.4661,433
71.4858,441
71.5055,475
71.5251,464
71.5448,444
71.5645,469
71.5842,510
71.6038,465
71.6235,454
71.6432,510
71.6628,440
71.6825,453
71.7022,478
71.7219,466
71.7415,463
71.7612,467
71.7809,475
71.8006,453
71.8202,472
71.8399,413
71.8596,502
71.8793,458
71.8989,489
71.9186,434
71.9383,442
71.958,455
71.9776,480
71.9973,430
72.017,505
72.0366,435
72.0563,453
72.076,442
72.0957,487
72.1153,479
72.135,464
72.1547,458
72.1744,436
72.194,509
72.2137,440
72.2334,505
72.2531,426
72.2727,513
72.2924,478
72.3121,485
72.3317,482
72.3514,461
72.3711,483
72.3908,438
72.4104,441
72.4301,455
72.4498,469
72.4695,441
72.4891,466
72.5088,512
72.5285,488
72.5482,497
72.5678,483
72.5875,427
72.6072,449
72.6269,513
72.6465,451
72.6662,473
72.6859,432
72.7055,473
72.7252,460
72.7449,528
72.7646,454
72.7842,486
72.8039,453
72.8236,487
72.8433,450
72.8629,480
72.8826,478
72.9023,462
72.922,485
72.9416,475
72.9613,447
72.981,453
73.0007,476
73.0203,475
73.04,464
73.0597,443
73.0793,436
73.099,489
73.1187,449
73.1384,444
73.158,453
73.1777,469
73.1974,490
73.2171,515
73.2367,471
73.2564,481
73.2761,463
73.2958,449
73.3154,469
73.3351,472
73.3548,488
73.3744,457
73.3941,410
73.4138,447
73.4335,466
73.4531,507
73.4728,483
73.4925,492
73.5122,449
73.5318,509
73.5515,480
73.5712,472
73.5909,439
73.6105,443
73.6302,462
73.6499,458
73.6696,428
73.6892,486
73.7089,470
73.7286,500
73.7482,447
73.7679,460
73.7876,445
73.8073,486
73.8269,471
73.8466,417
73.8663,471
73.886,468
73.9056,446
73.9253,431
73.945,476
73.9647,454
73.9843,472
74.004,466
74.0237,444
74.0434,467
74.063,474
74.0827,447
74.1024,441
74.122,461
74.1417,442
74.1614,459
74.1811,444
74.2007,476
74.2204,471
74.2401,459
74.2598,481
74.2794,468
74.2991,470
74.3188,438
74.3385,433
74.3581,443
74.3778,464
74.3975,454
74.4171,473
74.4368,449
74.4565,441
74.4762,493
74.4958,461
74.5155,418
74.5352,456
74.5549,472
74.5745,420
74.5942,452
74.6139,463
74.6336,464
74.6532,467
74.6729,449
74.6926,433
74.7123,398
74.7319,451
74.7516,473
74.7713,420
74.7909,434
74.8106,464
74.8303,499
74.85,401
74.8696,479
74.8893,423
74.909,457
74.9287,428
74.9483,435
74.968,457
74.9877,435
75.0074,440
75.027,458
75.0467,446
75.0664,455
75.0861,411
75.1057,476
75.1254,448
75.1451,401
75.1647,432
75.1844,437
75.2041,468
75.2238,438
75.2434,464
75.2631,447
75.2828,450
75.3025,408
75.3221,442
75.3418,425
75.3615,442
75.3812,437
75.4008,434
75.4205,430
75.4402,433
75.4598,457
75.4795,406
75.4992,376
75.5189,425
75.5385,445
75.5582,444
75.5779,401
75.5976,407
75.6172,411
75.6369,389
75.6566,435
75.6763,413
75.6959,381
75.7156,430
75.7353,374
75.755,412
75.7746,411
75.7943,423
75.814,411
75.8336,386
75.8533,403
75.873,418
75.8927,406
75.9123,368
75.932,405
75.9517,407
75.9714,418
75.991,424
76.0107,424
76.0304,429
76.0501,442
76.0697,415
76.0894,391
76.1091,418
76.1288,388
76.1484,373
76.1681,409
76.1878,429
76.2074,419
76.2271,429
76.2468,380
76.2665,393
76.2861,409
76.3058,377
76.3255,435
76.3452,398
76.3648,361
76.3845,424
76.4042,385
76.4239,416
76.4435,382
76.4632,407
76.4829,412
76.5025,402
76.5222,390
76.5419,381
76.5616,374
76.5812,348
76.6009,384
76.6206,378
76.6403,410
76.6599,375
76.6796,417
76.6993,411
76.719,436
76.7386,389
76.7583,388
76.778,413
76.7977,400
76.8173,383
76.837,380
76.8567,347
76.8763,426
76.896,379
76.9157,387
76.9354,398
76.955,366
76.9747,375
76.9944,366
77.0141,345
77.0337,398
77.0534,346
77.0731,376
77.0928,344
77.1124,378
77.1321,367
77.1518,404
77.1715,359
77.1911,396
77.2108,370
77.2305,374
77.2501,403
77.2698,343
77.2895,386
77.3092,307
77.3288,381
77.3485,343
77.3682,381
77.3879,353
77.4075,358
77.4272,358
77.4469,337
77.4666,341
77.4862,362
77.5059,340
77.5256,369
77.5452,343
77.5649,379
77.5846,328
77.6043,348
77.6239,376
77.6436,329
77.6633,379
77.683,373
77.7026,410
77.7223,378
77.742,360
77.7617,350
77.7813,378
77.801,337
77.8207,365
77.8404,375
77.86,340
77.8797,336
77.8994,350
77.919,357
77.9387,375
77.9584,367
77.9781,358
77.9977,358
78.0174,353
78.0371,350
78.0568,388
78.0764,334
78.0961,412
78.1158,366
78.1355,341
78.1551,352
78.1748,382
78.1945,355
78.2142,368
78.2338,360
78.2535,334
78.2732,344
78.2928,388
78.3125,369
78.3322,346
78.3519,328
78.3715,319
78.3912,371
78.4109,349
78.4306,310
78.4502,335
78.4699,339
78.4896,337
78.5093,338
78.5289,327
78.5486,353
78.5683,366
78.5879,309
78.6076,364
78.6273,340
78.647,368
78.6666,324
78.6863,332
78.706,300
78.7257,354
78.7453,317
78.765,340
78.7847,333
78.8044,329
78.824,328
78.8437,332
78.8634,324
78.8831,336
78.9027,328
78.9224,359
78.9421,340
78.9617,341
78.9814,322
79.0011,285
79.0208,340
79.0404,319
79.0601,330
79.0798,318
79.0995,311
79.1191,308
79.1388,315
79.1585,341
79.1782,335
79.1978,333
79.2175,341
79.2372,335
79.2569,353
79.2765,307
79.2962,316
79.3159,308
79.3355,316
79.3552,308
79.3749,305
79.3946,305
79.4142,338
79.4339,307
79.4536,280
79.4733,319
79.4929,318
79.5126,324
79.5323,287
79.552,290
79.5716,305
79.5913,307
79.611,308
79.6307,310
79.6503,288
79.67,316
79.6897,313
79.7093,311
79.729,315
79.7487,310
79.7684,311
79.788,317
79.8077,332
79.8274,320
79.8471,321
79.8667,301
79.8864,309
79.9061,298
79.9258,270
79.9454,296
79.9651,321
79.9848,292
80.0044,285
80.0241,324
80.0438,286
80.0635,296
80.0831,275
80.1028,314
80.1225,331
80.1422,302
80.1618,277
80.1815,296
80.2012,296
80.2209,278
80.2405,299
80.2602,314
80.2799,308
80.2996,297
80.3192,283
80.3389,309
80.3586,294
80.3782,306
80.3979,308
80.4176,307
80.4373,282
80.4569,304
80.4766,291
80.4963,291
80.516,309
80.5356,278
80.5553,324
80.575,316
80.5947,287
80.6143,293
80.634,256
80.6537,297
80.6734,289
80.693,302
80.7127,289
80.7324,276
80.752,279
80.7717,279
80.7914,307
80.8111,295
80.8307,305
80.8504,287
80.8701,289
80.8898,298
80.9094,299
80.9291,296
80.9488,273
80.9685,285
80.9881,264
81.0078,284
81.0275,322
81.0471,271
81.0668,309
81.0865,276
81.1062,298
81.1258,288
81.1455,299
81.1652,261
81.1849,300
81.2045,291
81.2242,295
81.2439,294
81.2636,305
81.2832,277
81.3029,297
81.3226,294
81.3423,267
81.3619,270
81.3816,281
81.4013,325
81.4209,274
81.4406,265
81.4603,255
81.48,300
81.4996,308
81.5193,287
81.539,273
81.5587,281
81.5783,306
81.598,295
81.6177,276
81.6374,302
81.657,275
81.6767,273
81.6964,298
81.7161,262
81.7357,281
81.7554,285
81.7751,279
81.7947,269
81.8144,276
81.8341,299
81.8538,282
81.8734,272
81.8931,256
81.9128,306
81.9325,287
81.9521,279
81.9718,278
81.9915,272
82.0112,260
82.0308,287
82.0505,243
82.0702,283
82.0898,283
82.1095,278
82.1292,265
82.1489,278
82.1685,285
82.1882,295
82.2079,303
82.2276,277
82.2472,263
82.2669,277
82.2866,276
82.3063,295
82.3259,291
82.3456,291
82.3653,300
82.385,275
82.4046,258
82.4243,288
82.444,266
82.4636,313
82.4833,275
82.503,282
82.5227,264
82.5423,271
82.562,286
82.5817,283
82.6014,242
82.621,290
82.6407,264
82.6604,260
82.6801,270
82.6997,345
82.7194,268
82.7391,284
82.7588,300
82.7784,282
82.7981,300
82.8178,303
82.8374,284
82.8571,286
82.8768,262
82.8965,273
82.9161,282
82.9358,293
82.9555,298
82.9752,267
82.9948,257
83.0145,275
83.0342,279
83.0539,278
83.0735,276
83.0932,282
83.1129,250
83.1325,287
83.1522,253
83.1719,280
83.1916,263
83.2112,272
83.2309,278
83.2506,255
83.2703,317
83.2899,282
83.3096,296
83.3293,280
83.349,258
83.3686,278
83.3883,267
83.408,283
83.4277,289
83.4473,273
83.467,270
83.4867,262
83.5063,261
83.526,268
83.5457,281
83.5654,274
83.585,304
83.6047,257
83.6244,251
83.6441,295
83.6637,277
83.6834,270
83.7031,312
83.7228,279
83.7424,261
83.7621,275
83.7818,292
83.8015,245
83.8211,249
83.8408,263
83.8605,236
83.8801,278
83.8998,277
83.9195,254
83.9392,271
83.9588,290
83.9785,229
83.9982,254
84.0179,242
84.0375,295
84.0572,278
84.0769,286
84.0966,292
84.1162,254
84.1359,294
84.1556,251
84.1752,257
84.1949,289
84.2146,270
84.2343,248
84.2539,257
84.2736,266
84.2933,272
84.313,302
84.3326,287
84.3523,247
84.372,285
84.3917,235
84.4113,262
84.431,264
84.4507,276
84.4704,240
84.49,244
84.5097,269
84.5294,266
84.549,248
84.5687,266
84.5884,296
84.6081,276
84.6277,272
84.6474,272
84.6671,262
84.6868,247
84.7064,260
84.7261,296
84.7458,261
84.7655,265
84.7851,262
84.8048,248
84.8245,256
84.8442,253
84.8638,266
84.8835,289
84.9032,257
84.9228,267
84.9425,277
84.9622,255
84.9819,282
85.0015,282
85.0212,289
85.0409,276
85.0606,257
85.0802,287
85.0999,271
85.1196,273
85.1393,266
85.1589,256
85.1786,246
85.1983,292
85.2179,241
85.2376,267
85.2573,264
85.277,263
85.2966,260
85.3163,292
85.336,264
85.3557,259
85.3753,273
85.395,264
85.4147,290
85.4344,261
85.454,258
85.4737,257
85.4934,274
85.5131,257
85.5327,276
85.5524,290
85.5721,255
85.5917,295
85.6114,239
85.6311,288
85.6508,253
85.6704,268
85.6901,277
85.7098,263
85.7295,253
85.7491,297
85.7688,276
85.7885,255
85.8082,270
85.8278,288
85.8475,280
85.8672,278
85.8869,269
85.9065,262
85.9262,291
85.9459,271
85.9655,275
85.9852,291
86.0049,259
86.0246,269
86.0442,283
86.0639,290
86.0836,298
86.1033,249
86.1229,284
86.1426,231
86.1623,275
86.182,259
86.2016,283
86.2213,288
86.241,236
86.2606,278
86.2803,252
86.3,255
86.3197,249
86.3393,269
86.359,261
86.3787,285
86.3984,306
86.418,265
86.4377,295
86.4574,283
86.4771,288
86.4967,257
86.5164,284
86.5361,262
86.5558,265
86.5754,260
86.5951,291
86.6148,265
86.6344,298
86.6541,297
86.6738,258
86.6935,265
86.7131,262
86.7328,266
86.7525,284
86.7722,281
86.7918,284
86.8115,263
86.8312,280
86.8509,300
86.8705,310
86.8902,272
86.9099,265
86.9296,275
86.9492,267
86.9689,289
86.9886,260
87.0082,281
87.0279,290
87.0476,255
87.0673,270
87.0869,264
87.1066,278
87.1263,265
87.146,289
87.1656,290
87.1853,279
87.205,284
87.2247,268
87.2443,287
87.264,281
87.2837,276
87.3033,266
87.323,294
87.3427,301
87.3624,301
87.382,303
87.4017,323
87.4214,260
87.4411,299
87.4607,275
87.4804,263
87.5001,291
87.5198,272
87.5394,250
87.5591,287
87.5788,288
87.5985,281
87.6181,268
87.6378,299
87.6575,298
87.6771,270
87.6968,293
87.7165,282
87.7362,239
87.7558,283
87.7755,268
87.7952,268
87.8149,270
87.8345,253
87.8542,303
87.8739,287
87.8936,299
87.9132,294
87.9329,262
87.9526,272
87.9723,274
87.9919,280
88.0116,304
88.0313,299
88.0509,291
88.0706,250
88.0903,297
88.11,291
88.1296,284
88.1493,293
88.169,304
88.1887,268
88.2083,278
88.228,318
88.2477,284
88.2674,298
88.287,295
88.3067,297
88.3264,306
88.3461,259
88.3657,289
88.3854,283
88.4051,257
88.4247,288
88.4444,305
88.4641,288
88.4838,300
88.5034,293
88.5231,293
88.5428,314
88.5625,285
88.5821,304
88.6018,302
88.6215,323
88.6412,280
88.6608,261
88.6805,290
88.7002,275
88.7198,300
88.7395,315
88.7592,294
88.7789,300
88.7985,312
88.8182,270
88.8379,292
88.8576,308
88.8772,299
88.8969,282
88.9166,279
88.9363,322
88.9559,301
88.9756,272
88.9953,318
89.015,305
89.0346,296
89.0543,270
89.074,291
89.0936,286
89.1133,297
89.133,304
89.1527,327
89.1723,275
89.192,248
89.2117,300
89.2314,323
89.251,317
89.2707,311
89.2904,286
89.3101,316
89.3297,331
89.3494,307
89.3691,286
89.3888,253
89.4084,297
89.4281,266
89.4478,285
89.4674,294
89.4871,306
89.5068,333
89.5265,280
89.5461,289
89.5658,320
89.5855,309
89.6052,292
89.6248,345
89.6445,340
89.6642,328
89.6839,295
89.7035,293
89.7232,298
89.7429,312
89.7625,280
89.7822,335
89.8019,298
89.8216,300
89.8412,283
89.8609,310
89.8806,311
89.9003,301
89.9199,306
89.9396,315
89.9593,289
89.979,304
89.9986,293
